"id","kata_a","kata_b","jenis","penjelasan","penggunaan_a","penggunaan_b"
303,baskat,beskap,varian_baku_tidak_baku,'baskat' dan 'beskap' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'baskat' dalam kalimat.,Padanan kata 'baskat' adalah 'beskap'.
304,baso,bakso,varian_baku_tidak_baku,'baso' dan 'bakso' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'baso' dalam kalimat.,Padanan kata 'baso' adalah 'bakso'.
305,batalyon,batalion,varian_baku_tidak_baku,'batalyon' dan 'batalion' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'batalyon' dalam kalimat.,Padanan kata 'batalyon' adalah 'batalion'.
306,batas,sempadan,sinonim_satu_synset,'batas' dan 'sempadan' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'batas' dalam kalimat.,Padanan kata 'batas' adalah 'sempadan'.
307,batela,batel,varian_baku_tidak_baku,'batela' dan 'batel' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'batela' dalam kalimat.,Padanan kata 'batela' adalah 'batel'.
308,batil,batel,varian_baku_tidak_baku,'batil' dan 'batel' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'batil' dalam kalimat.,Padanan kata 'batil' adalah 'batel'.
309,batila,batel,varian_baku_tidak_baku,'batila' dan 'batel' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'batila' dalam kalimat.,Padanan kata 'batila' adalah 'batel'.
310,bebal,bodoh,sinonim_satu_synset,'bebal' dan 'bodoh' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'bebal' dalam kalimat.,Padanan kata 'bebal' adalah 'bodoh'.
311,bausastra,kamus,sinonim_satu_synset,'bausastra' dan 'kamus' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'bausastra' dalam kalimat.,Padanan kata 'bausastra' adalah 'kamus'.
312,bawa,memindahkan,sinonim_satu_synset,'bawa' dan 'memindahkan' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'bawa' dalam kalimat.,Padanan kata 'bawa' adalah 'memindahkan'.
313,baya,bahaya,varian_baku_tidak_baku,'baya' dan 'bahaya' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'baya' dalam kalimat.,Padanan kata 'baya' adalah 'bahaya'.
314,bayan,nuri,sinonim_satu_synset,'bayan' dan 'nuri' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'bayan' dalam kalimat.,Padanan kata 'bayan' adalah 'nuri'.
315,bayan,nyata,sinonim_satu_synset,'bayan' dan 'nyata' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'bayan' dalam kalimat.,Padanan kata 'bayan' adalah 'nyata'.
316,bayan,terang,sinonim_satu_synset,'bayan' dan 'terang' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'bayan' dalam kalimat.,Padanan kata 'bayan' adalah 'terang'.
317,bayat,baiat,varian_baku_tidak_baku,'bayat' dan 'baiat' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'bayat' dalam kalimat.,Padanan kata 'bayat' adalah 'baiat'.
318,bayem,bayam,varian_baku_tidak_baku,'bayem' dan 'bayam' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'bayem' dalam kalimat.,Padanan kata 'bayem' adalah 'bayam'.
319,bayonet,sangkur,sinonim_satu_synset,'bayonet' dan 'sangkur' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'bayonet' dalam kalimat.,Padanan kata 'bayonet' adalah 'sangkur'.
320,bayur,pterospermum,sinonim_satu_synset,'bayur' dan 'pterospermum' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'bayur' dalam kalimat.,Padanan kata 'bayur' adalah 'pterospermum'.
321,beban,tanggungan,sinonim_satu_synset,'beban' dan 'tanggungan' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'beban' dalam kalimat.,Padanan kata 'beban' adalah 'tanggungan'.
322,bebek,itik,sinonim_satu_synset,'bebek' dan 'itik' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'bebek' dalam kalimat.,Padanan kata 'bebek' adalah 'itik'.
323,bebeksan,beksan,varian_baku_tidak_baku,'bebeksan' dan 'beksan' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'bebeksan' dalam kalimat.,Padanan kata 'bebeksan' adalah 'beksan'.
324,becolok,bicokok,varian_baku_tidak_baku,'becolok' dan 'bicokok' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'becolok' dalam kalimat.,Padanan kata 'becolok' adalah 'bicokok'.
325,bedar,bidar,varian_baku_tidak_baku,'bedar' dan 'bidar' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'bedar' dalam kalimat.,Padanan kata 'bedar' adalah 'bidar'.
326,bedegap,kuat,sinonim_satu_synset,'bedegap' dan 'kuat' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'bedegap' dalam kalimat.,Padanan kata 'bedegap' adalah 'kuat'.
327,begandring,begandering,varian_baku_tidak_baku,'begandring' dan 'begandering' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'begandring' dalam kalimat.,Padanan kata 'begandring' adalah 'begandering'.
328,begasi,bagasi,varian_baku_tidak_baku,'begasi' dan 'bagasi' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'begasi' dalam kalimat.,Padanan kata 'begasi' adalah 'bagasi'.
329,beguk,gondong,sinonim_satu_synset,'beguk' dan 'gondong' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'beguk' dalam kalimat.,Padanan kata 'beguk' adalah 'gondong'.
330,behena,bena,varian_baku_tidak_baku,'behena' dan 'bena' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'behena' dalam kalimat.,Padanan kata 'behena' adalah 'bena'.
331,behina,bena,varian_baku_tidak_baku,'behina' dan 'bena' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'behina' dalam kalimat.,Padanan kata 'behina' adalah 'bena'.
332,beka,kelak,sinonim_satu_synset,'beka' dan 'kelak' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'beka' dalam kalimat.,Padanan kata 'beka' adalah 'kelak'.
333,bekah,rekah,sinonim_satu_synset,'bekah' dan 'rekah' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'bekah' dalam kalimat.,Padanan kata 'bekah' adalah 'rekah'.
334,bekasam,pekasam,varian_baku_tidak_baku,'bekasam' dan 'pekasam' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'bekasam' dalam kalimat.,Padanan kata 'bekasam' adalah 'pekasam'.
335,beku,kaku,sinonim_satu_synset,'beku' dan 'kaku' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'beku' dalam kalimat.,Padanan kata 'beku' adalah 'kaku'.
336,bekukung,bekuku,varian_baku_tidak_baku,'bekukung' dan 'bekuku' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'bekukung' dalam kalimat.,Padanan kata 'bekukung' adalah 'bekuku'.
337,belakang,nanti,sinonim_satu_synset,'belakang' dan 'nanti' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'belakang' dalam kalimat.,Padanan kata 'belakang' adalah 'nanti'.
338,belakang,kelak,sinonim_satu_synset,'belakang' dan 'kelak' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'belakang' dalam kalimat.,Padanan kata 'belakang' adalah 'kelak'.
339,belakin,belangkin,varian_baku_tidak_baku,'belakin' dan 'belangkin' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'belakin' dalam kalimat.,Padanan kata 'belakin' adalah 'belangkin'.
340,belanda,nederland,sinonim_satu_synset,'belanda' dan 'nederland' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'belanda' dalam kalimat.,Padanan kata 'belanda' adalah 'nederland'.
341,belantan,gada,sinonim_satu_synset,'belantan' dan 'gada' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'belantan' dalam kalimat.,Padanan kata 'belantan' adalah 'gada'.
342,belata,pelata,varian_baku_tidak_baku,'belata' dan 'pelata' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'belata' dalam kalimat.,Padanan kata 'belata' adalah 'pelata'.
343,belatung,bernga,sinonim_satu_synset,'belatung' dan 'bernga' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'belatung' dalam kalimat.,Padanan kata 'belatung' adalah 'bernga'.
344,belengket,melekat,sinonim_satu_synset,'belengket' dan 'melekat' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'belengket' dalam kalimat.,Padanan kata 'belengket' adalah 'melekat'.
345,belerang,sulfur,sinonim_satu_synset,'belerang' dan 'sulfur' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'belerang' dalam kalimat.,Padanan kata 'belerang' adalah 'sulfur'.
346,beling,mbeling,varian_baku_tidak_baku,'beling' dan 'mbeling' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'beling' dalam kalimat.,Padanan kata 'beling' adalah 'mbeling'.
347,belis,iblis,varian_baku_tidak_baku,'belis' dan 'iblis' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'belis' dalam kalimat.,Padanan kata 'belis' adalah 'iblis'.
348,belit,berlilit,sinonim_satu_synset,'belit' dan 'berlilit' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'belit' dalam kalimat.,Padanan kata 'belit' adalah 'berlilit'.
349,beloh,bodoh,sinonim_satu_synset,'beloh' dan 'bodoh' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'beloh' dalam kalimat.,Padanan kata 'beloh' adalah 'bodoh'.
350,beloh,dungu,sinonim_satu_synset,'beloh' dan 'dungu' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'beloh' dalam kalimat.,Padanan kata 'beloh' adalah 'dungu'.
351,beloh,tolol,sinonim_satu_synset,'beloh' dan 'tolol' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'beloh' dalam kalimat.,Padanan kata 'beloh' adalah 'tolol'.
352,belok,berkelok,sinonim_satu_synset,'belok' dan 'berkelok' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'belok' dalam kalimat.,Padanan kata 'belok' adalah 'berkelok'.
353,belok,bengkok,sinonim_satu_synset,'belok' dan 'bengkok' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'belok' dalam kalimat.,Padanan kata 'belok' adalah 'bengkok'.
354,beluk,seluk,varian_baku_tidak_baku,'beluk' dan 'seluk' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'beluk' dalam kalimat.,Padanan kata 'beluk' adalah 'seluk'.
355,belur,balur,varian_baku_tidak_baku,'belur' dan 'balur' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'belur' dalam kalimat.,Padanan kata 'belur' adalah 'balur'.
356,bembet,bimbit,varian_baku_tidak_baku,'bembet' dan 'bimbit' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'bembet' dalam kalimat.,Padanan kata 'bembet' adalah 'bimbit'.
357,bemper,bumper,varian_baku_tidak_baku,'bemper' dan 'bumper' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'bemper' dalam kalimat.,Padanan kata 'bemper' adalah 'bumper'.
358,bencah,paya,sinonim_satu_synset,'bencah' dan 'paya' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'bencah' dalam kalimat.,Padanan kata 'bencah' adalah 'paya'.
359,tilgrap,telegraf,varian_baku_tidak_baku,'tilgrap' dan 'telegraf' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'tilgrap' dalam kalimat.,Padanan kata 'tilgrap' adalah 'telegraf'.
360,benak,sumsum,sinonim_satu_synset,'benak' dan 'sumsum' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'benak' dalam kalimat.,Padanan kata 'benak' adalah 'sumsum'.
361,benak,bengap,sinonim_satu_synset,'benak' dan 'bengap' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'benak' dalam kalimat.,Padanan kata 'benak' adalah 'bengap'.
362,benak,bodoh,sinonim_satu_synset,'benak' dan 'bodoh' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'benak' dalam kalimat.,Padanan kata 'benak' adalah 'bodoh'.
363,benar,betul,sinonim_satu_synset,'benar' dan 'betul' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'benar' dalam kalimat.,Padanan kata 'benar' adalah 'betul'.
364,benar,sekali,sinonim_satu_synset,'benar' dan 'sekali' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'benar' dalam kalimat.,Padanan kata 'benar' adalah 'sekali'.
365,bencana,kecelakaan,sinonim_satu_synset,'bencana' dan 'kecelakaan' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'bencana' dalam kalimat.,Padanan kata 'bencana' adalah 'kecelakaan'.
366,bendang,sawah,sinonim_satu_synset,'bendang' dan 'sawah' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'bendang' dalam kalimat.,Padanan kata 'bendang' adalah 'sawah'.
367,bendang,persawahan,sinonim_satu_synset,'bendang' dan 'persawahan' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'bendang' dalam kalimat.,Padanan kata 'bendang' adalah 'persawahan'.
368,bendar,bandar,varian_baku_tidak_baku,'bendar' dan 'bandar' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'bendar' dalam kalimat.,Padanan kata 'bendar' adalah 'bandar'.
369,bendara,bendahara,varian_baku_tidak_baku,'bendara' dan 'bendahara' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'bendara' dalam kalimat.,Padanan kata 'bendara' adalah 'bendahara'.
370,bendari,bendahari,varian_baku_tidak_baku,'bendari' dan 'bendahari' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'bendari' dalam kalimat.,Padanan kata 'bendari' adalah 'bendahari'.
371,bendel,bundel,varian_baku_tidak_baku,'bendel' dan 'bundel' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'bendel' dalam kalimat.,Padanan kata 'bendel' adalah 'bundel'.
372,bendela,bandela,varian_baku_tidak_baku,'bendela' dan 'bandela' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'bendela' dalam kalimat.,Padanan kata 'bendela' adalah 'bandela'.
