id,kata_a,kata_b,jenis_oposisi,bidang,tingkat_keyakinan,penjelasan,penggunaan_a,penggunaan_b,catatan
214,domestik,mancanegara,gradabel/kontekstual,umum,menengah,Pasangan 'domestik' dan 'mancanegara' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'domestik' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'mancanegara' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
215,nasional,asing,gradabel/kontekstual,umum,menengah,Pasangan 'nasional' dan 'asing' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'nasional' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'asing' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
216,tetap,sementara,gradabel/kontekstual,umum,menengah,Pasangan 'tetap' dan 'sementara' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'tetap' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'sementara' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
217,abadi,fana,gradabel/kontekstual,umum,menengah,Pasangan 'abadi' dan 'fana' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'abadi' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'fana' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
218,utama,tambahan,gradabel/kontekstual,umum,menengah,Pasangan 'utama' dan 'tambahan' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'utama' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'tambahan' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
219,pokok,sampingan,gradabel/kontekstual,umum,menengah,Pasangan 'pokok' dan 'sampingan' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'pokok' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'sampingan' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
220,dasar,lanjutan,gradabel/kontekstual,umum,menengah,Pasangan 'dasar' dan 'lanjutan' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'dasar' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'lanjutan' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
221,pertama,terakhir,gradabel/kontekstual,umum,menengah,Pasangan 'pertama' dan 'terakhir' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'pertama' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'terakhir' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
222,muka,belakang,direksional/reversif,umum,tinggi,Pasangan 'muka' dan 'belakang' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'muka' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'belakang' disesuaikan dengan konteks kalimat.,Hubungan pertentangan makna relatif langsung.
223,puncak,dasar,gradabel/kontekstual,umum,menengah,Pasangan 'puncak' dan 'dasar' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'puncak' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'dasar' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
224,tepi,tengah,gradabel/kontekstual,umum,menengah,Pasangan 'tepi' dan 'tengah' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'tepi' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'tengah' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
225,pinggir,pusat,gradabel/kontekstual,umum,menengah,Pasangan 'pinggir' dan 'pusat' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'pinggir' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'pusat' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
226,eksterior,interior,gradabel/kontekstual,umum,menengah,Pasangan 'eksterior' dan 'interior' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'eksterior' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'interior' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
227,cangkang,inti,gradabel/kontekstual,umum,menengah,Pasangan 'cangkang' dan 'inti' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'cangkang' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'inti' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
228,induk,anak,gradabel/kontekstual,umum,menengah,Pasangan 'induk' dan 'anak' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'induk' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'anak' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
229,laki,perempuan,gradabel/kontekstual,umum,menengah,Pasangan 'laki' dan 'perempuan' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'laki' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'perempuan' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
230,cowok,cewek,gradabel/kontekstual,umum,menengah,Pasangan 'cowok' dan 'cewek' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'cowok' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'cewek' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
231,bujang,gadis,gradabel/kontekstual,umum,menengah,Pasangan 'bujang' dan 'gadis' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'bujang' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'gadis' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
232,perjaka,perawan,gradabel/kontekstual,umum,menengah,Pasangan 'perjaka' dan 'perawan' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'perjaka' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'perawan' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
233,duda,janda,gradabel/kontekstual,umum,menengah,Pasangan 'duda' dan 'janda' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'duda' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'janda' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
234,ria,duka,gradabel/kontekstual,umum,menengah,Pasangan 'ria' dan 'duka' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'ria' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'duka' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
235,gembira,susah,gradabel/kontekstual,hukum,menengah,Pasangan 'gembira' dan 'susah' memiliki hubungan pertentangan makna dalam konteks hukum.,Contoh: penggunaan kata 'gembira' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'susah' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
236,mudah,sukar,gradabel/kontekstual,umum,menengah,Pasangan 'mudah' dan 'sukar' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'mudah' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'sukar' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
237,bugar,lemas,gradabel/kontekstual,kesehatan,menengah,Pasangan 'bugar' dan 'lemas' memiliki hubungan pertentangan makna dalam konteks kesehatan.,Contoh: penggunaan kata 'bugar' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'lemas' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
238,kuat,lesu,gradabel/kontekstual,umum,menengah,Pasangan 'kuat' dan 'lesu' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'kuat' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'lesu' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
239,semangat,putus asa,gradabel/kontekstual,umum,menengah,Pasangan 'semangat' dan 'putus asa' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'semangat' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'putus asa' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
240,optimis,pesimis,gradabel/kontekstual,umum,menengah,Pasangan 'optimis' dan 'pesimis' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'optimis' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'pesimis' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
241,yakin,ragu,gradabel/kontekstual,umum,menengah,Pasangan 'yakin' dan 'ragu' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'yakin' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'ragu' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
242,cantik,jelek,gradabel/kontekstual,umum,menengah,Pasangan 'cantik' dan 'jelek' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'cantik' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'jelek' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
243,indah,buruk,gradabel/kontekstual,umum,menengah,Pasangan 'indah' dan 'buruk' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'indah' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'buruk' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
244,mulia,hina,gradabel/kontekstual,umum,menengah,Pasangan 'mulia' dan 'hina' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'mulia' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'hina' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
245,jangkung,cebol,gradabel/kontekstual,umum,menengah,Pasangan 'jangkung' dan 'cebol' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'jangkung' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'cebol' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
246,makmur,miskin,gradabel/kontekstual,umum,menengah,Pasangan 'makmur' dan 'miskin' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'makmur' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'miskin' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
247,kaya,papa,gradabel/kontekstual,umum,menengah,Pasangan 'kaya' dan 'papa' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'kaya' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'papa' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
248,berharta,melarat,gradabel/kontekstual,umum,menengah,Pasangan 'berharta' dan 'melarat' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'berharta' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'melarat' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
249,berhasil,kandas,gradabel/kontekstual,umum,menengah,Pasangan 'berhasil' dan 'kandas' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'berhasil' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'kandas' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
250,lulus,tidak lulus,komplementer,umum,tinggi,Pasangan 'lulus' dan 'tidak lulus' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'lulus' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'tidak lulus' disesuaikan dengan konteks kalimat.,Hubungan pertentangan makna relatif langsung.
251,naik kelas,tinggal kelas,gradabel/kontekstual,umum,menengah,Pasangan 'naik kelas' dan 'tinggal kelas' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'naik kelas' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'tinggal kelas' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
252,pandai,tolol,gradabel/kontekstual,umum,menengah,Pasangan 'pandai' dan 'tolol' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'pandai' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'tolol' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
253,ahli,amatir,gradabel/kontekstual,umum,menengah,Pasangan 'ahli' dan 'amatir' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'ahli' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'amatir' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
254,pakar,pemula,gradabel/kontekstual,umum,menengah,Pasangan 'pakar' dan 'pemula' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'pakar' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'pemula' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
255,cair,beku,gradabel/kontekstual,umum,menengah,Pasangan 'cair' dan 'beku' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'cair' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'beku' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
256,tumpul,runcing,gradabel/kontekstual,umum,menengah,Pasangan 'tumpul' dan 'runcing' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'tumpul' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'runcing' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
257,lengkung,lurus,gradabel/kontekstual,umum,menengah,Pasangan 'lengkung' dan 'lurus' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'lengkung' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'lurus' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
258,kosong,isi,gradabel/kontekstual,umum,menengah,Pasangan 'kosong' dan 'isi' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'kosong' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'isi' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
259,hampa,penuh,gradabel/kontekstual,umum,menengah,Pasangan 'hampa' dan 'penuh' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'hampa' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'penuh' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
260,tentu,ragu,gradabel/kontekstual,umum,menengah,Pasangan 'tentu' dan 'ragu' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'tentu' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'ragu' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
261,jelas,kabur,gradabel/kontekstual,umum,menengah,Pasangan 'jelas' dan 'kabur' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'jelas' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'kabur' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
262,nyata,samar,gradabel/kontekstual,umum,menengah,Pasangan 'nyata' dan 'samar' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'nyata' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'samar' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
263,fakta,opini,gradabel/kontekstual,umum,menengah,Pasangan 'fakta' dan 'opini' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'fakta' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'opini' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
264,kebenaran,kebohongan,gradabel/kontekstual,umum,menengah,Pasangan 'kebenaran' dan 'kebohongan' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'kebenaran' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'kebohongan' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
265,jujur,dusta,gradabel/kontekstual,umum,menengah,Pasangan 'jujur' dan 'dusta' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'jujur' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'dusta' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
